year,decade_code,title,director,writer,plot,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,metascore,imdb_rating,awards
1994,3,Street Fighter,Steven E. de Souza,Steven E. de Souza,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,ok,35000000,33423000,99423000,55008264,52529749,156259619,NA,3.7,2 nominations.
1994,3,The Client,Joel Schumacher,"John Grisham (novel), Akiva Goldsman (screenplay), Robert Getchell (screenplay)",A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the district attorney tries to use him to take down a mob family.,ok,45000000,92115211,117615211,70724911,144774225,184851675,NA,6.7,Nominated for 1 Oscar. Another 3 wins & 3 nominations.
1994,3,The Hudsucker Proxy,"Joel Coen, Ethan Coen","Ethan Coen, Joel Coen, Sam Raimi",A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,notalk,40000000,2816518,14938149,62866588,4426622,23477761,53,7.4,2 wins & 3 nominations.
1994,3,The Lion King,"Roger Allers, Rob Minkoff","Irene Mecchi (screenplay), Jonathan Roberts (screenplay), Linda Woolverton (screenplay), Brenda Chapman (story), Burny Mattinson (story), Barry Johnson (story), Lorna Cook (story), Thom Enriquez (story), Andy Gaskill (story), Gary Trousdale (story), Jim Capobianco (story), Kevin Harkey (story), Jorgen Klubien (story), Chris Sanders (story), Tom Sito (story), Larry Leker (story), Joe Ranft (story), Rick Maki (story), Ed Gombert (story), Francis Glebas (story), Mark Kausler (story), J.T. Allen (additional story material), George Scribner (additional story material), Miguel Tejada-Flores (additional story material), Jenny Tripp (additional story material), Bob Tzudiker (additional story material), Christopher Vogler (additional story material), Kirk Wise (additional story material), Noni White (additional story material)",Lion cub and future king Simba searches for his identity. His eagerness to please others and penchant for testing his boundaries sometimes gets him into trouble.,notalk,79300000,422780140,952880140,124633011,664468621,1497608078,83,8.5,Won 2 Oscars. Another 25 wins & 22 nominations.
1994,3,The Mask,Chuck Russell,"Michael Fallon (story), Mark Verheiden (story), Mike Werb (screenplay)",Bank clerk Stanley Ipkiss is transformed into a manic super-hero when he wears a mysterious mask.,notalk,18000000,119920129,351620129,28289965,188474233,552628944,56,6.8,Nominated for 1 Oscar. Another 6 wins & 16 nominations.
1994,3,The Santa Clause,John Pasquin,"Leo Benvenuti, Steve Rudnick","When a man inadvertantly kills Santa on Christmas Eve, he finds himself magically recruited to take his place.",notalk,22000000,144833357,189800000,34576623,227629474,298301960,57,6.3,2 wins & 7 nominations.
1994,3,The Shadow,Russell Mulcahy,"Walter B. Gibson (character The Shadow from stories), David Koepp","In 30's New York City, the Shadow battles his nemesis, Shiwan Khan, who is building an atomic bomb.",nowomen,40000000,31835600,31835600,62866588,50034889,50034889,NA,5.9,4 nominations.
1994,3,The Shawshank Redemption,Frank Darabont,"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)","Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",nowomen,25000000,28241469,28241469,39291617,44386120,44386120,80,9.3,Nominated for 7 Oscars. Another 15 wins & 15 nominations.
1994,3,The Specialist,Luis Llosa,"John Shirley (Specialist novels), Alexandra Seros",A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,notalk,45000000,57362581,57362581,70724911,90154744,90154744,NA,5.3,3 wins & 4 nominations.
1994,3,Timecop,Peter Hyams,"Mark Verheiden (screenplay), Mike Richardson (story), Mark Verheiden (story), Mike Richardson (comic series), Mark Verheiden (comic series)","An officer for a security agency that regulates time travel, must fend for his life against a shady politician who has a tie to his past.",notalk,28000000,44853581,102053581,44006612,70494790,160394011,NA,5.8,1 win & 4 nominations.
1994,3,True Lies,James Cameron,"Claude Zidi (screenplay), Simon Michaël (screenplay), Didier Kaminka (screenplay), James Cameron (screenplay)","Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by the terrorists.",notalk,100000000,146282411,365300000,157166470,229906901,574129115,63,7.2,Nominated for 1 Oscar. Another 7 wins & 15 nominations.
1993,3,Cliffhanger,Renny Harlin,"John Long (premise), Michael France (screen story), Michael France (screenplay), Sylvester Stallone (screenplay)",A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,notalk,65000000,84049211,255000000,104809829,135525899,411177020,60,6.3,Nominated for 3 Oscars. Another 1 win & 7 nominations.
1993,3,Cool Runnings,Jon Turteltaub,"Lynn Siefert (story), Michael Ritchie (story), Lynn Siefert (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay)",Based on the true story of the first Jamaican bobsled team trying to make it to the winter Olympics.,notalk,14000000,68856263,155056263,22574425,111027894,250021852,NA,6.8,2 wins & 2 nominations.
1993,3,Dazed and Confused,Richard Linklater,Richard Linklater,"The adventures of incoming high school and junior high students on the last day of school, in May of 1976.",ok,6900000,7950889,7950889,11125966,12820482,12820482,78,7.7,2 nominations.
1993,3,Gettysburg,Ronald F. Maxwell,"Michael Shaara (novel), Ronald F. Maxwell (screenplay)","In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",nowomen,25000000,10731997,10731997,40311473,17304904,17304904,NA,7.7,1 nomination.
1993,3,Groundhog Day,Harold Ramis,"Danny Rubin (screenplay), Harold Ramis (screenplay), Danny Rubin (story)",A weatherman finds himself living the same day over and over again.,men,14600000,70906973,70906973,23541900,114334580,114334580,72,8.1,Won 1 BAFTA Film Award. Another 6 wins & 7 nominations.
1993,3,Hocus Pocus,Kenny Ortega,"David Kirschner (story), Mick Garris (story), Mick Garris (screenplay), Neil Cuthbert (screenplay)","After three centuries, three witch sisters are resurrected in Salem Massachusetts on Halloween night, and it is up to two teen-agers, a young girl, and an immortal cat to put an end to the witches' reign of terror once and for all.",ok,28000000,39360491,39360491,45148849,63467174,63467174,NA,6.5,2 wins & 9 nominations.
1993,3,Jurassic Park,Steven Spielberg,"Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)","During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",ok,63000000,395708305,1035626872,101584911,638063379,1669905770,68,8,Won 3 Oscars. Another 21 wins & 16 nominations.
1993,3,Mrs. Doubtfire,Chris Columbus,"Anne Fine (novel), Randi Mayem Singer (screenplay), Leslie Dixon (screenplay)","After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",ok,25000000,219195051,441286003,40311473,353443011,711555544,53,6.8,Won 1 Oscar. Another 9 wins & 6 nominations.
1993,3,Pieces of April,NA,NA,NA,ok,300000,2528664,3590570,483738,4077367,5789647,NA,NA,NA
1993,3,Schindler&#39;s List,NA,NA,NA,ok,25000000,96067179,321365567,40311473,154904378,518188770,NA,NA,NA
1993,3,Super Mario Bros.,"Annabel Jankel, Rocky Morton","Parker Bennett, Terry Runte, Ed Solomon",The Marios rush to save a princess from Koopa.,dubious,42000000,20844907,20844907,67723274,33611556,33611556,NA,4,2 nominations.
1993,3,The Age of Innocence,Martin Scorsese,"Edith Wharton (novel), Jay Cocks (screenplay), Martin Scorsese (screenplay)","Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",ok,34000000,32014993,32014993,54823603,51622860,51622860,83,7.3,Won 1 Oscar. Another 17 wins & 17 nominations.
1993,3,The Fugitive,Andrew Davis,"Jeb Stuart (screenplay), David Twohy (screenplay), David Twohy (story), Roy Huggins (characters)","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt.",men,44000000,183875760,353715317,70948192,296492106,570351412,88,7.8,Won 1 Oscar. Another 12 wins & 23 nominations.
1993,3,The Princess and the Cobbler,Richard Williams,"Richard Williams (screenplay), Margaret French (screenplay), Parker Bennett (additional story and dialogue), Terry Runte (additional story and dialogue), Bette L. Smith (additional story and dialogue), Tom Towler (additional story and dialogue), Stephen Zito (additional story and dialogue), Eric Gilliland (additional dialogue), Michael Hitchcock (additional dialogue), Gary Glasberg (additional dialogue)","When Tack upsets Zigzag the Vizier, the wizard drags him off to the royal castle, where Princess Yum Yum falls for the bashful boy and saves him from execution. Unfortunately, Zigzag plans ...",nowomen,24000000,669276,669276,38699014,1079180,1079180,NA,7.3,N/A
1993,3,The Remains of the Day,James Ivory,"Kazuo Ishiguro (novel), Ruth Prawer Jhabvala (screenplay)",A butler who sacrificed body and soul to service in the years post World War II realizes too late how misguided his loyalty has been.,nowomen,15000000,22954968,63954968,24186884,37013943,103124758,84,8,Nominated for 8 Oscars. Another 18 wins & 18 nominations.
1993,3,Tombstone,"George P. Cosmatos, Kevin Jarre",Kevin Jarre,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",ok,25000000,56505065,56505065,40311473,91112095,91112095,NA,7.9,2 nominations.
1992,3,A Few Good Men,Rob Reiner,"Aaron Sorkin (play), Aaron Sorkin (screenplay)",Neo military lawyer Kaffee defends Marines accused of murder; they contend they were acting under orders.,notalk,33000000,141340178,236500000,54791459,234673774,392672121,62,7.6,Nominated for 4 Oscars. Another 9 wins & 15 nominations.
1992,3,A League of Their Own,Penny Marshall,"Kim Wilson (story), Kelly Candaele (story), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.,ok,40000000,107533925,132440066,66413889,178543655,219896498,NA,7.1,Nominated for 2 Golden Globes. Another 6 wins & 5 nominations.
1992,3,Aladdin,"Ron Clements, John Musker","Ron Clements (screenplay), John Musker (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Burny Mattinson (story), Roger Allers (story), Daan Jippes (story), Kevin Harkey (story), Sue C. Nichols (story), Francis Glebas (story), Darrell Rooney (story), Larry Leker (story), James Fujii (story), Kirk Hanson (story), Kevin Lima (story), Rebecca Rees (story), David S. Smith (story), Chris Sanders (story), Brian Pimental (story), Patrick A. Ventura (story)","Aladdin, a street urchin, accidentally meets Princess Jasmine, who is in the city undercover. They love each other, but she can only marry a prince.",nowomen,28000000,217350219,504050219,46489723,360876835,836898388,NA,8,Won 2 Oscars. Another 24 wins & 15 nominations.
1992,3,Alien 3,NA,NA,NA,nowomen,55000000,54927174,158500000,91319098,91198182,263165037,NA,NA,NA
1992,3,Army of Darkness,Sam Raimi,"Sam Raimi, Ivan Raimi","A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",men,11000000,11502976,21502976,18263820,19098934,35702407,57,7.6,4 wins & 4 nominations.
1992,3,Batman Returns,Tim Burton,"Bob Kane (Batman characters), Daniel Waters (story), Sam Hamm (story), Daniel Waters (screenplay)","When a corrupt businessman and the grotesque Penguin plot to take control of Gotham City, only Batman can stop them, while the Catwoman has her own agenda.",nowomen,80000000,162833635,266824291,132827779,270360376,443020974,NA,7,Nominated for 2 Oscars. Another 2 wins & 13 nominations.
1992,3,Buffy the Vampire Slayer,Fran Rubel Kuzui,Joss Whedon,A flighty teenage girl learns that she is her generation's destined battler of vampires.,ok,7000000,14231669,14231669,11622431,23629512,23629512,48,5.5,N/A
1992,3,Death Becomes Her,Robert Zemeckis,"Martin Donovan, David Koepp","When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.",ok,55000000,58422650,149022650,91319098,97001885,247429345,NA,6.3,Won 1 Oscar. Another 4 wins & 11 nominations.
1992,3,El Mariachi,NA,NA,NA,nowomen,7000,2040920,2041928,11622,3388636,3390310,NA,NA,NA
1992,3,Glengarry Glen Ross,James Foley,"David Mamet (play), David Mamet (screenplay)",An examination of the machinations behind the scenes at a real estate office.,nowomen,12500000,10725228,10725228,20754340,17807603,17807603,80,7.9,Nominated for 1 Oscar. Another 5 wins & 5 nominations.
1992,3,Hero,Stephen Frears,"Laura Ziskin (story), Alvin Sargent (story), David Webb Peoples (story), David Webb Peoples (screenplay)","A not-so-nice man rescues passengers from a crashed airliner, only to see someone else take credit.",notalk,42000000,19487173,66787173,69734584,32355474,110889898,NA,6.4,N/A
1992,3,Home Alone 2: Lost in New York,Chris Columbus,"John Hughes (characters), John Hughes","One year after Kevin was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself in New York City, and the same criminals are not far behind.",notalk,20000000,173585516,358994850,33206945,288212232,596056107,NA,6.4,3 wins & 2 nominations.
